"id";"objectid";"point_lat";"point_lng";"xkey";"vrije_hoogte";"ophanging";"type";"vorm";"afmeting1";"afmeting2";"opschrift";"fabtype";"beeldvlak";"fabdatum";"subkey";"x";"y";"shape"
"1";"13729213";"51.20498508856900";"4.35846079466570";"92679";"1800";"Verlichtingspaal";"C43";"ro";"700";"0";"50|";"Vlak";"Type I";"1993-01-01";"92679.B1";"149280.36951593";"210557.74673105";""
"4";"13729214";"51.20498508856900";"4.35846079466570";"92679";"1800";"Verlichtingspaal";"GIa";"rh";"450";"225";"300m|";"Vlak";"Type I";"1997-01-01";"92679.B2";"149280.36951593";"210557.74673105";""
"7";"13729215";"51.20568555084600";"4.36077282206690";"92680";"2200";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92680.B1";"149441.96252528";"210635.65758814";""
"10";"13729216";"51.20635535858300";"4.36353720382820";"92681";"2150";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92681.B1";"149635.16413888";"210710.16103588";""
"13";"13729217";"51.20740769291600";"4.36589894331090";"92682";"2100";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92682.B1";"149800.22238878";"210827.23009084";""
"16";"13729218";"51.20731053536000";"4.36624357770340";"92683";"1500";"Steun";"A15";"dh";"1100";"0";"";"B&W";"Type I";"1973-01-01";"92683.B1";"149824.30704494";"210816.42027313";""
"19";"13729219";"51.20771315683000";"4.36734016112580";"92684";"1350";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92684.B1";"149900.94280531";"210861.21224565";""
"22";"13729220";"51.20771315683000";"4.36734016112580";"92684";"1350";"Verlichtingspaal";"FtsRt";"rh";"200";"500";"|";"Geen";"Geen";"2005-01-01";"92684.B2";"149900.94280531";"210861.21224565";""
"25";"13729221";"51.20771315683000";"4.36734016112580";"92684";"1350";"Verlichtingspaal";"fietsroute-groen";"zh";"300";"0";"sy-S301|Sint-Annekensroute|33km|sy-S148|";"Geen";"Geen";"1997-01-01";"92684.B3";"149900.94280531";"210861.21224565";""
"28";"13729222";"51.20793179131100";"4.36730317437050";"92685";"1450";"Verlichtingspaal";"FtsRt";"rh";"200";"400";"|";"Geen";"Geen";"2005-01-01";"92685.B1";"149898.35823607";"210885.53626257";""
"31";"13729223";"51.20768552214800";"4.36750423569880";"92686";"1000";"Steun";"F27_Tunnel";"rh";"1700";"1300";"Tunnel|naar|Antwerpen-centrum|Hoboken|Wilrijk|voor|S345|S153|S148|S147|";"B&W";"Type I";"1985-01-01";"92686.B1";"149912.40912576";"210858.13767529";""
"34";"13729224";"51.20882382780400";"4.36990934899760";"92687";"1400";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92687.B1";"150080.48729196";"210984.78035292";""
"37";"13729225";"51.20882382780400";"4.36990934899760";"92687";"1400";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"sy-S301|47|sy-S148||";"Geen";"Geen";"2005-01-01";"92687.B2";"150080.48729196";"210984.78035292";""
"40";"13729226";"51.20882382780400";"4.36990934899760";"92688";"1400";"";"FtsRt";"rh";"200";"400";"|";"Geen";"Geen";"2005-01-01";"92688.B1";"150080.48729196";"210984.78035292";""
"43";"13729227";"51.20887774034400";"4.36982473523830";"92689";"1000";"Steun";"F27_Tunnel";"rh";"1700";"1300";"Tunnel|naar|Antwerpen-centrum|Hoboken|Wilrijk|voor|S345|S153|S148|S147|";"B&W";"Geen";"1985-01-01";"92689.B1";"150074.57405811";"210990.77820025";""
"46";"13729228";"51.20890277646600";"4.37066028563260";"92690";"2150";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92690.B1";"150132.96490295";"210993.56529147";""
"49";"13729229";"51.20936532371900";"4.37129419985720";"92691";"600";"Steun";"A15";"dh";"1100";"0";"";"B&W";"Type II";"1987-01-01";"92691.B1";"150177.26258556";"211045.02733567";""
"52";"13729230";"51.20936532371900";"4.37129419985720";"92691";"600";"Steun";"GIII";"rh";"1100";"700";"ijzel|mogelijk|";"B&W";"Geen";"1950-01-01";"92691.B2";"150177.26258556";"211045.02733567";""
"55";"13729231";"51.21075113309800";"4.37478095370810";"92692";"2300";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92692.B1";"150420.91160555";"211199.22080096";""
"58";"13729232";"51.21089070278600";"4.37461463139580";"92693";"2300";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92693.B1";"150409.28756738";"211214.74748341";""
"61";"13729233";"51.21281071202400";"4.37924802761260";"92694";"2300";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92694.B1";"150733.0379726";"211428.39541758";""
"64";"13729234";"51.21349267564100";"4.38057816702570";"92695";"1950";"Verlichtingspaal";"C43";"ro";"700";"0";"50|";"Vlak";"Type I";"1993-01-01";"92695.B1";"150825.97173602";"211504.28166776";""
"67";"13729235";"51.21349267564100";"4.38057816702570";"92695";"1950";"Verlichtingspaal";"GIa";"rh";"450";"225";"100m|";"Vlak";"Type I";"1997-01-01";"92695.B2";"150825.97173602";"211504.28166776";""
"70";"13729236";"51.21392172458100";"4.38096218292630";"92696";"650";"Steun";"D1d";"ro";"700";"0";"";"SB250";"Type II";"2000-01-01";"92696.B1";"150852.79705171";"211552.01982913";""
"73";"13729237";"51.21392172458100";"4.38096218292630";"92696";"650";"Steun";"Type V";"rh";"700";"700";"";"SB250";"Type II";"2000-01-01";"92696.B2";"150852.79705171";"211552.01982913";""
"76";"13729238";"51.21446291164100";"4.38214094700540";"92698";"2750";"Verlichtingspaal";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92698.B1";"150935.15252664";"211612.24422629";""
"79";"13729239";"51.21437010327400";"4.38157011832340";"92701";"2300";"Steun";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92701.B1";"150895.26784542";"211601.91148195";""
"82";"13729240";"51.21449058301100";"4.38141427884820";"92702";"2350";"Verlichtingspaal";"F3a";"rh";"900";"600";"Antwerpen|";"SB250";"Type II";"2000-01-01";"92702.B1";"150884.37616383";"211615.31340789";""
"85";"13729241";"51.21449058301100";"4.38141427884820";"92702";"2350";"Verlichtingspaal";"C43";"ro";"700";"0";"70|";"Vlak";"Type I";"1995-01-01";"92702.B2";"150884.37616383";"211615.31340789";""
"88";"13729242";"51.21462240640500";"4.38160134366250";"92703";"2450";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92703.B1";"150897.44459534";"211629.98170818";""
"91";"13729243";"51.21470485338500";"4.38161471210730";"92704";"2350";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92704.B1";"150898.37703804";"211639.1544693";""
"94";"13729244";"51.21470485338500";"4.38161471210730";"92705";"1350";"";"F33a";"wwr";"1250";"300";"sy-S148|Tunnel|800m";"B&W";"Type I";"1950-01-01";"92705.B1";"150898.37703804";"211639.1544693";""
"97";"13729245";"51.21470711665700";"4.38152592196310";"92706";"2300";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"92706.B1";"150892.17282559";"211639.40514455";""
"100";"13729246";"51.21584820215400";"4.38314578068930";"92708";"2200";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92708.B1";"151005.33379834";"211766.37771834";""
"103";"13729247";"51.21658897205400";"4.38395902480300";"92709";"2250";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92709.B1";"151062.1397634";"211848.80354126";""
"106";"13729248";"51.21575046649000";"4.38373628242070";"92710";"2850";"Verlichtingspaal";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92710.B1";"151046.59607894";"211755.51274052";""
"109";"13729249";"51.21762039394300";"4.38561421780440";"92712";"2500";"Verlichtingspaal";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92712.B1";"151177.7636938";"211963.57993233";""
"112";"13729250";"51.21857742450100";"4.38574776814510";"92714";"2350";"Verlichtingspaal";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"92714.B1";"151187.06950285";"212070.05614967";""
"115";"13729251";"51.21486521475600";"4.38169213159680";"92715";"2300";"Verlichtingspaal";"C43";"ro";"700";"0";"50|";"Vlak";"Type I";"1994-01-01";"92715.B1";"150903.78341325";"211656.99636911";""
"118";"13729252";"51.21486521475600";"4.38169213159680";"92715";"2300";"Verlichtingspaal";"GVI";"rh";"700";"225";"HERHALING|";"Vlak";"Type I";"1993-01-01";"92715.B2";"150903.78341325";"211656.99636911";""
"121";"13729253";"51.21537433820300";"4.38037300600060";"92716";"2300";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"92716.B1";"150811.60113423";"211713.62250407";""
"124";"13729254";"51.21531491289000";"4.38049660946260";"92717";"2300";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92717.B1";"150820.23884055";"211707.01261417";""
"127";"13729255";"51.21540229795500";"4.38041208646450";"92718";"2300";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92718.B1";"150814.33129564";"211716.73360368";""
"130";"13729256";"51.21629231938900";"4.37866842083930";"92719";"2350";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"92719.B1";"150692.4812644";"211815.73361302";""
"133";"13729257";"51.21771370414300";"4.37823612243180";"92720";"100";"Steun";"D1d";"ro";"400";"0";"";"SB250";"Type III";"2008-01-01";"92720.B1";"150662.25399228";"211973.86483592";""
"136";"13729258";"51.21771370414300";"4.37823612243180";"92720";"100";"Steun";"Type V";"rh";"400";"400";"";"SB250";"Type III";"2008-01-01";"92720.B2";"150662.25399228";"211973.86483592";""
"139";"13729259";"51.21739878316000";"4.37809584904600";"92721";"3050";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92721.B1";"150652.45782782";"211938.82711643";""
"142";"13729260";"51.21739878316000";"4.37809584904600";"92722";"1750";"";"B17";"dh";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92722.B1";"150652.45782782";"211938.82711643";""
"145";"13729261";"51.21739878316000";"4.37809584904600";"92722";"1750";"";"M10";"rh";"700";"400";"";"Vlak";"Type I";"1991-01-01";"92722.B2";"150652.45782782";"211938.82711643";""
"148";"13729262";"51.21739965732600";"4.37831941432790";"92723";"2600";"Verlichtingspaal";"A7b";"dh";"700";"0";"";"Vlak";"Type I";"1992-01-01";"92723.B1";"150668.07842063";"211938.926505";""
"151";"13729263";"51.21739970111800";"4.37809510644010";"92724";"3100";"Steun";"A7b";"dh";"700";"0";"";"Vlak";"Type I";"1950-01-01";"92724.B1";"150652.40592613";"211938.92923778";""
"154";"13729264";"51.21766080691800";"4.37833133724960";"92726";"2550";"Verlichtingspaal";"A23";"dh";"700";"0";"";"Vlak";"Type I";"1995-01-01";"92726.B1";"150668.9074618";"211967.98069714";""
"157";"13729265";"51.21766080691800";"4.37833133724960";"92726";"2550";"Verlichtingspaal";"GIa";"rh";"450";"225";"100m|";"Vlak";"Type I";"1995-01-01";"92726.B2";"150668.9074618";"211967.98069714";""
"160";"13729266";"51.21758570203400";"4.37811267770730";"92728";"2500";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92728.B1";"150653.63083604";"211959.62284951";""
"163";"13729267";"51.21758570203400";"4.37811267770730";"92729";"1800";"";"F45c";"rh";"400";"600";"";"Vlak";"Type I";"1998-01-01";"92729.B1";"150653.63083604";"211959.62284951";""
"166";"13729268";"51.21845014825100";"4.37815226533870";"92730";"2400";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92730.B1";"150656.38376467";"212055.79679637";""
"169";"13729269";"51.21737742499400";"4.37773715284170";"92732";"2050";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"92732.B1";"150627.3958841";"211936.44760217";""
"172";"13729270";"51.21737742499400";"4.37773715284170";"92732";"2050";"Steun";"GV";"rh";"450";"200";"HONDEN AAN|DE LEIBAND|";"Vlak";"Type I";"1995-01-01";"92732.B2";"150627.3958841";"211936.44760217";""
"175";"13729271";"51.21712504684300";"4.37479066679660";"92733";"2100";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type II";"1950-01-01";"92733.B1";"150421.52607263";"211908.34663956";""
"178";"13729272";"51.21719826930000";"4.37438561350520";"92734";"2300";"Steun";"F19";"rh";"700";"700";"";"Vlak";"Geen";"1950-01-01";"92734.B1";"150393.22396242";"211916.49048131";""
"181";"13729273";"51.21687426638900";"4.37283172908760";"92735";"2100";"Steun";"C5";"ro";"700";"0";"";"Vlak";"Type I";"1950-01-01";"92735.B1";"150284.65523378";"211880.43558321";""
"184";"13729274";"51.21687426638900";"4.37283172908760";"92735";"2100";"Steun";"GIV";"rh";"400";"200";"UITGEZONDERD|EN VISSERS|MET VERGUNNING|OPENBARE DIENSTEN|";"Vlak";"Geen";"1950-01-01";"92735.B2";"150284.65523378";"211880.43558321";""
"187";"13729275";"51.21660078204400";"4.37244726295120";"92736";"2300";"Steun";"C5";"ro";"700";"0";"";"Vlak";"Geen";"1950-01-01";"92736.B1";"150257.7939134";"211850.00755772";""
"190";"13729276";"51.21683313912000";"4.37304807484890";"92737";"2300";"Steun";"C1";"ro";"700";"0";"";"Vlak";"Type II";"1950-01-01";"92737.B1";"150299.77188217";"211875.86098006";""
"193";"13729277";"51.21680265409800";"4.37290673721960";"92738";"2300";"Steun";"D1b";"ro";"700";"0";"";"Vlak";"Geen";"1950-01-01";"92738.B1";"150289.89666414";"211872.4687296";""
"196";"13729278";"51.21667323494600";"4.37295958922180";"92739";"2200";"Steun";"D1b";"ro";"700";"0";"";"Vlak";"Geen";"1985-01-01";"92739.B1";"150293.59044798";"211858.07051095";""
"199";"13729279";"51.21657802459500";"4.37307085493750";"92740";"2200";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type II";"1950-01-01";"92740.B1";"150301.3654736";"211847.47844523";""
"202";"13729280";"51.21659969521400";"4.37334057817260";"92741";"2300";"Steun";"F19";"rh";"700";"700";"";"Vlak";"Geen";"1950-01-01";"92741.B1";"150320.21130952";"211849.89071223";""
"205";"13729281";"51.21702160804100";"4.37376048899520";"92742";"2300";"Steun";"F19";"rh";"700";"700";"";"Vlak";"Geen";"1950-01-01";"92742.B1";"150349.54756354";"211896.83257656";""
"208";"13729282";"51.21704018783100";"4.37373707181350";"92743";"2300";"Steun";"C1";"ro";"700";"0";"";"Vlak";"Type II";"1950-01-01";"92743.B1";"150347.91121811";"211898.8995392";""
"211";"13729283";"51.21798014337700";"4.37657191271500";"92744";"2300";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"92744.B1";"150545.97231636";"212003.49278033";""
"214";"13729284";"51.21798014337700";"4.37657191271500";"92744";"2300";"Steun";"GIV";"rh";"450";"225";"UITGEZONDERD|LADEN EN LOSSEN|";"Vlak";"Type I";"1996-01-01";"92744.B2";"150545.97231636";"212003.49278033";""
"217";"13729285";"51.21844371344000";"4.37420374319710";"92746";"2100";"Verlichtingspaal";"ZE9b-GVIIbT";"rh";"600";"900";"E9b|ZONE|Van 9 tot 19 u|S184|Herhaling|";"SB250";"Type I";"2009-01-01";"92746.B1";"150380.50507876";"212055.05072645";""
"220";"13729286";"51.21844371344000";"4.37420374319710";"92746";"2100";"Verlichtingspaal";"F45c";"rh";"400";"600";"";"SB250";"Type II";"2002-01-01";"92746.B2";"150380.50507876";"212055.05072645";""
"223";"13729287";"51.21862058148900";"4.37655919011250";"92748";"2200";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"92748.B1";"150545.07524142";"212074.74434328";""
"226";"13729288";"51.21862058148900";"4.37655919011250";"92748";"2200";"Steun";"GIV";"rh";"450";"225";"UITGEZONDERD|LADEN EN LOSSEN|";"Vlak";"Type I";"1996-01-01";"92748.B2";"150545.07524142";"212074.74434328";""
"229";"13729289";"51.21852893323400";"4.37649488929310";"92749";"2200";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"92749.B1";"150540.58379358";"212064.54754277";""
"232";"13729290";"51.21852893323400";"4.37649488929310";"92749";"2200";"Steun";"GIV";"rh";"450";"225";"UITGEZONDERD|LADEN EN LOSSEN|";"Vlak";"Type I";"1996-01-01";"92749.B2";"150540.58379358";"212064.54754277";""
"235";"13729291";"51.21858892614700";"4.38287888598230";"92753";"2500";"Steun";"F45c";"rh";"400";"600";"";"Vlak";"Type I";"1998-01-01";"92753.B1";"150986.62427257";"212071.29187946";""
"238";"13729292";"51.21783680648700";"4.37834676393440";"92754";"800";"Steun";"Type V";"rh";"400";"400";"";"SB250";"Type II";"2000-01-01";"92754.B1";"150669.98260673";"211987.56160231";""
"241";"13729293";"51.21673255579000";"4.38409245216440";"92755";"1500";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"sy-S301|44|sy-S148||";"Geen";"Geen";"2005-01-01";"92755.B1";"151071.45910135";"211864.77988326";""
"244";"13729294";"51.21488971526100";"4.38194165763180";"92756";"1500";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"sy-S301|44|sy-S148||";"Geen";"Geen";"2005-01-01";"92756.B1";"150921.21834061";"211659.72538561";""
"247";"13729295";"51.20918322674500";"4.37086814199660";"92757";"1750";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"44|sy-S149|";"Geen";"Geen";"2005-01-01";"92757.B1";"150147.48938384";"211024.76707608";""
"250";"13729296";"51.20867617488100";"4.37005321314090";"92758";"1600";"Verlichtingspaal";"FtsRt";"rh";"200";"400";"sy-S301|27|46||44|sy-S148|knooppunt|sy-S302|";"Geen";"Geen";"2005-01-01";"92758.B1";"150090.54142801";"210968.35361345";""
"253";"13729297";"51.20893681651600";"4.37024924131060";"92759";"1550";"Verlichtingspaal";"FtsRt";"rh";"200";"500";"|";"Geen";"Geen";"2005-01-01";"92759.B1";"150104.23971404";"210997.35146133";""
"256";"13729298";"51.20885953160500";"4.36981141103760";"92760";"1300";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"sy-S301|41|sy-S148||";"Geen";"Geen";"2005-01-01";"92760.B1";"150073.64296819";"210988.7523759";""
"259";"13729299";"51.20747538832600";"4.36671184284430";"92761";"1500";"Verlichtingspaal";"FtsRt";"rh";"300";"200";"44|sy-S149|";"Geen";"Geen";"2005-01-01";"92761.B1";"149857.03233981";"210834.76013843";""
"262";"13729300";"51.21939127641900";"4.38694929995310";"92766";"2500";"Steun";"F97";"rh";"600";"900";"";"Vlak";"Geen";"1950-01-01";"92766.B1";"151270.9958893";"212160.62159438";""
"265";"13729301";"51.21944453508900";"4.38673017716440";"92767";"2500";"Steun";"F97";"rh";"600";"900";"";"Vlak";"Geen";"1950-01-01";"92767.B1";"151255.68484754";"212166.54299175";""
"268";"13729302";"51.21923720293300";"4.38621579667890";"92769";"2400";"Steun";"D7";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92769.B1";"151219.75208081";"212143.46741687";""
"271";"13729303";"51.21923720293300";"4.38621579667890";"92769";"2400";"Steun";"FtsRt";"rh";"300";"200";"sy-S301|44|sy-S148||";"Geen";"Geen";"2005-01-01";"92769.B2";"151219.75208081";"212143.46741687";""
"274";"13729304";"51.22021839478100";"4.38614376062980";"92779";"2200";"Steun";"D9a";"ro";"700";"0";"";"Vlak";"Type I";"1991-01-01";"92779.B1";"151214.69249999";"212252.62831802";""
"277";"13729305";"51.22022859745800";"4.38598408793280";"92780";"1310";"Verlichtingspaal";"D1b";"ro";"700";"0";"";"Vlak";"Type I";"1950-01-01";"92780.B1";"151203.53649694";"212253.76070785";""
"280";"13729306";"51.22022859745800";"4.38598408793280";"92780";"1310";"Verlichtingspaal";"D7";"ro";"400";"0";"";"B&W";"Geen";"1950-01-01";"92780.B2";"151203.53649694";"212253.76070785";""
"283";"13729307";"51.22018910266500";"4.38711959136220";"92782";"1500";"Steun";"F33a";"wwr";"1150";"200";"Galgeweel|";"B&W";"Geen";"1950-01-01";"92782.B1";"151282.87092764";"212249.38649202";""
"286";"13729308";"51.22018910266500";"4.38711959136220";"92782";"1500";"Steun";"F33a";"wwl";"1150";"200";"St.Annastrand|";"B&W";"Geen";"1950-01-01";"92782.B2";"151282.87092764";"212249.38649202";""
"289";"13729309";"51.22018910266500";"4.38711959136220";"92782";"1500";"Steun";"F29";"wwr";"850";"200";"Temse|";"B&W";"Geen";"1950-01-01";"92782.B3";"151282.87092764";"212249.38649202";""
"292";"13729310";"51.22018910266500";"4.38711959136220";"92782";"1500";"Steun";"F29";"wwr";"850";"200";"Burcht|";"B&W";"Geen";"1950-01-01";"92782.B4";"151282.87092764";"212249.38649202";""
"295";"13729311";"51.22018910266500";"4.38711959136220";"92782";"1500";"Steun";"F71";"rh";"400";"600";"";"Vlak";"Type I";"1992-01-01";"92782.B5";"151282.87092764";"212249.38649202";""
"298";"13729312";"51.21980293964700";"4.38721830016290";"92784";"2700";"Steun";"F25";"rh";"850";"1000";"sy-C24|RING|sy-S103|Waasland|tunnel|Kennedy|Kennedy|tunnel|";"B&W";"Geen";"1973-01-01";"92784.B1";"151289.77843033";"212206.42584157";""
"301";"13729313";"51.22038767653300";"4.38762335133350";"92786";"2700";"Steun";"D7";"ro";"700";"0";"";"T2000";"Type I";"1950-01-01";"92786.B1";"151318.06093342";"212271.48790801";""
"304";"13729314";"51.22038767653300";"4.38762335133350";"92786";"2700";"Steun";"M7";"rh";"400";"300";"";"T2000";"Type I";"1950-01-01";"92786.B2";"151318.06093342";"212271.48790801";""
"307";"13729315";"51.22038767653300";"4.38762335133350";"92787";"2300";"";"F33b";"wwl";"1250";"300";"Waasland|sy-C21-1t5|Tunnel|";"B&W";"Type I";"1950-01-01";"92787.B1";"151318.06093342";"212271.48790801";""
"310";"13729316";"51.22030874210200";"4.38756854012390";"92789";"2400";"Verlichtingspaal";"fietsroute-groen";"zh";"300";"0";"sy-S301|Sint-Annekensroute|33km|sy-S148|";"Geen";"Geen";"1950-01-01";"92789.B1";"151314.23380078";"212262.70507731";""
"313";"13729317";"51.22079332025900";"4.38787301876210";"92790";"1800";"";"fietsroute-groen";"zh";"300";"0";"sy-S303|Sint-Annekensroute|33km|sy-S148|";"Geen";"Geen";"1950-01-01";"92790.B1";"151335.49213791";"212316.62229092";""
"316";"13729318";"51.22079332025900";"4.38787301876210";"92791";"2600";"Verlichtingspaal";"F34b3";"rh";"810";"670";"S148|S147||via |Kennedytunnel|Antwerpen-Zuid|en Scheldekaaien|S307|";"B&W";"Type I";"1950-01-01";"92791.B1";"151335.49213791";"212316.62229092";""
"319";"13729319";"51.22127501700700";"4.38818662970890";"92792";"2700";"Verlichtingspaal";"B17";"dh";"900";"0";"";"Vlak";"Type I";"1997-01-01";"92792.B1";"151357.38814818";"212370.21920007";""
"322";"13729320";"51.22158462453200";"4.38829506080400";"92793";"2370";"Steun";"D7";"ro";"700";"0";"";"T2000";"Type I";"1950-01-01";"92793.B1";"151364.9542635";"212404.66655437";""
"325";"13729321";"51.22158462453200";"4.38829506080400";"92793";"2370";"Steun";"M7";"rh";"400";"300";"";"T2000";"Type I";"1950-01-01";"92793.B2";"151364.9542635";"212404.66655437";""
"328";"13729322";"51.22180206940200";"4.38852404198190";"92794";"2500";"Steun";"C3";"ro";"700";"0";"";"SB250";"Type II";"2003-01-01";"92794.B1";"151380.94517151";"212428.86269794";""
"331";"13729323";"51.22180206940200";"4.38852404198190";"92794";"2500";"Steun";"GIV";"rh";"700";"200";"UITGEZONDERD|DIENSTVOERTUIGEN|";"SB250";"Type III";"2006-01-01";"92794.B2";"151380.94517151";"212428.86269794";""
"334";"13729324";"51.22337427699600";"4.38916892843000";"92795";"2370";"Steun";"D7";"ro";"700";"0";"";"T2000";"Type I";"1950-01-01";"92795.B1";"151425.94967706";"212603.79087253";""
"337";"13729325";"51.22337427699600";"4.38916892843000";"92795";"2370";"Steun";"M7";"rh";"400";"300";"";"T2000";"Type I";"1950-01-01";"92795.B2";"151425.94967706";"212603.79087253";""
"340";"13729326";"51.22086352140600";"4.38766242612060";"92797";"2600";"Verlichtingspaal";"F35";"rh";"1200";"150";"sy-S30|Minigolf|";"SB250";"Type I";"1999-01-01";"92797.B1";"151320.77695448";"212324.4285858";""
"343";"13729327";"51.22086352140600";"4.38766242612060";"92797";"2600";"Verlichtingspaal";"F33b";"wwr";"850";"200";"sy-S127|1500 m|";"B&W";"Type I";"1950-01-01";"92797.B2";"151320.77695448";"212324.4285858";""
"346";"13729328";"51.22182563590600";"4.38816386350060";"92798";"1500";"Verlichtingspaal";"D1d";"ro";"700";"0";"";"B&W";"Type I";"1980-01-01";"92798.B1";"151355.78101491";"212431.47770787";""
"349";"13729329";"51.22217948269200";"4.38834094710530";"92799";"1200";"Verlichtingspaal";"D1d";"ro";"700";"0";"";"B&W";"Type I";"1950-01-01";"92799.B1";"151368.14198987";"212470.84819998";""
"352";"13729330";"51.22146144615600";"4.38798189455640";"92800";"1000";"Verlichtingspaal";"D1d";"ro";"700";"0";"";"B&W";"Type I";"1950-01-01";"92800.B1";"151343.07883669";"212390.95646031";""
"355";"13729331";"51.22149298285700";"4.38761926286720";"92804";"2600";"Verlichtingspaal";"F17";"rh";"700";"700";"";"B&W";"Type I";"1950-01-01";"92804.B1";"151317.74289369";"212394.45832581";""
"358";"13729332";"51.22105645746100";"4.38735104520700";"92805";"2200";"Steun";"C3";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"92805.B1";"151299.01667353";"212345.8879273";""
"361";"13729333";"51.22105645746100";"4.38735104520700";"92805";"2200";"Steun";"GIV";"rh";"450";"230";"UITGEZONDERD|BUS|";"Vlak";"Type I";"1995-01-01";"92805.B2";"151299.01667353";"212345.8879273";""
"364";"13729334";"51.22082132146900";"4.38720163518000";"92808";"2400";"Steun";"F27";"rh";"1200";"1200";"sy-S301|sy-S303|Burcht|Temse|RING|Zwijndrecht||";"B&W";"Type I";"1950-01-01";"92808.B1";"151288.58489397";"212319.72524591";""
"367";"13729335";"51.22082132146900";"4.38720163518000";"92808";"2400";"Steun";"F34a";"rh";"1200";"150";"Seniorencentrum|";"B&W";"Type I";"1996-01-01";"92808.B2";"151288.58489397";"212319.72524591";""
"370";"13729336";"51.22070385454000";"4.38640990858650";"92813";"2500";"Steun";"D9a";"ro";"700";"0";"";"SB250";"Type I";"2005-01-01";"92813.B1";"151233.27390305";"212306.64254436";""
"373";"13729337";"51.22070837735900";"4.38587602835550";"92814";"2400";"Verlichtingspaal";"D9a";"ro";"700";"0";"";"Vlak";"Type I";"1994-01-01";"92814.B1";"151195.97398064";"212307.13663751";""
"376";"13729338";"51.22074792099700";"4.38615395121100";"92816";"2300";"Steun";"E9a";"rh";"400";"600";"";"Vlak";"Type I";"1998-01-01";"92816.B1";"151215.39011629";"212311.54075326";""
"379";"13729339";"51.22074792099700";"4.38615395121100";"92816";"2300";"Steun";"GVIId";"rh";"450";"200";"";"Vlak";"Type I";"1950-01-01";"92816.B2";"151215.39011629";"212311.54075326";""
"382";"13729340";"51.22074792099700";"4.38615395121100";"92816";"2300";"Steun";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"92816.B3";"151215.39011629";"212311.54075326";""
"385";"13729341";"51.22059114215800";"4.38622762359760";"92817";"2300";"Steun";"C1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"92817.B1";"151220.54153824";"212294.09963205";""
