"id";"objectid";"point_lat";"point_lng";"xkey";"vrije_hoogte";"ophanging";"type";"vorm";"afmeting1";"afmeting2";"opschrift";"fabtype";"beeldvlak";"fabdatum";"subkey";"x";"y";"shape"
"22912";"13736850";"51.22825791687400";"4.42387487944200";"105118";"2350";"Steun";"E9a";"rh";"400";"600";"";"SB250";"Type I";"2006-01-01";"105118.B1";"153850.15007698";"213148.37553385";""
"22915";"13736851";"51.22825791687400";"4.42387487944200";"105118";"2350";"Steun";"GVIId";"rh";"450";"200";"";"SB250";"Type I";"1950-01-01";"105118.B2";"153850.15007698";"213148.37553385";""
"22918";"13736852";"51.22825791687400";"4.42387487944200";"105118";"2350";"Steun";"GXc";"rh";"100";"400";"5|";"Vlak";"Type I";"1950-01-01";"105118.B3";"153850.15007698";"213148.37553385";""
"22921";"13736853";"51.22839800556800";"4.42420955000790";"105120";"2500";"Steun";"F4b";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105120.B1";"153873.51642147";"213163.97872367";""
"22924";"13736854";"51.22833078516100";"4.42421645088980";"105121";"1650";"Steun";"A23";"dh";"700";"0";"";"SB250";"Type II";"2000-01-01";"105121.B1";"153874.00413332";"213156.50047526";""
"22927";"13736855";"51.22833078516100";"4.42421645088980";"105121";"1650";"Steun";"F4a";"rh";"600";"900";"";"SB250";"Type I";"2005-01-01";"105121.B2";"153874.00413332";"213156.50047526";""
"22930";"13736856";"51.22841399737000";"4.42438178911770";"105122";"2650";"Muurarmatuur";"F4a";"rh";"400";"600";"";"SB250";"Type II";"2002-01-01";"105122.B1";"153885.54664718";"213165.76700047";""
"22933";"13736857";"51.22823197589300";"4.42430443152880";"105124";"3100";"Muurarmatuur";"F4a";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105124.B1";"153880.15825974";"213145.51211026";""
"22936";"13736858";"51.22818622277600";"4.42450517842160";"105125";"2500";"Muurarmatuur";"F4b";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105125.B1";"153894.18514111";"213140.43249206";""
"22939";"13736859";"51.22828212872100";"4.42449307550380";"105127";"2650";"Muurarmatuur";"F4b";"rh";"600";"900";"";"SB250";"Type I";"2005-01-01";"105127.B1";"153893.33159187";"213151.1018575";""
"22942";"13736860";"51.22853273471300";"4.42538200768600";"105128";"1100";"Steun";"A31";"dh";"700";"0";"";"T2000";"Type I";"1950-01-01";"105128.B1";"153955.40562656";"213179.03058861";""
"22945";"13736861";"51.22853273471300";"4.42538200768600";"105128";"1100";"Steun";"GIII";"rh";"600";"400";"";"T2000";"Type I";"1950-01-01";"105128.B2";"153955.40562656";"213179.03058861";""
"22948";"13736862";"51.22969218061300";"4.42414236888660";"105129";"2650";"Muurarmatuur";"F12a";"rh";"900";"600";"";"B&W";"Type I";"1991-01-01";"105129.B1";"153868.71480334";"213307.95862055";""
"22951";"13736863";"51.22980210128000";"4.42411284363410";"105130";"2500";"Steun";"E3";"ro";"700";"0";"";"SB250";"Type I";"2005-01-01";"105130.B1";"153866.64317449";"213320.18629332";""
"22954";"13736864";"51.22980210128000";"4.42411284363410";"105130";"2500";"Steun";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105130.B2";"153866.64317449";"213320.18629332";""
"22957";"13736865";"51.22876673560900";"4.42584711843450";"105132";"2300";"Steun";"F12a";"rh";"900";"600";"";"B&W";"Type I";"1991-01-01";"105132.B1";"153987.87508957";"213205.08954122";""
"22960";"13736866";"51.22839479926700";"4.42759245045380";"105135";"2350";"Muurarmatuur";"F4a";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105135.B1";"154109.82561234";"213163.80608949";""
"22963";"13736867";"51.22833465208500";"4.42784496409310";"105136";"2200";"Muurarmatuur";"F4b";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105136.B1";"154127.4700651";"213157.12859196";""
"22966";"13736868";"51.22733175583300";"4.42548199356370";"105137";"2550";"Muurarmatuur";"GXc";"rh";"100";"400";"5|";"Vlak";"Type I";"1950-01-01";"105137.B1";"153962.49334529";"213045.42114455";""
"22969";"13736869";"51.22733175583300";"4.42548199356370";"105137";"2550";"Muurarmatuur";"E9a";"rh";"400";"600";"";"SB250";"Type I";"2003-01-01";"105137.B2";"153962.49334529";"213045.42114455";""
"22972";"13736870";"51.22733175583300";"4.42548199356370";"105137";"2550";"Muurarmatuur";"GVIId";"rh";"400";"200";"";"SB250";"Type I";"2002-01-01";"105137.B3";"153962.49334529";"213045.42114455";""
"22975";"13736871";"51.22734648637900";"4.42624664015870";"105138";"2750";"Muurarmatuur";"A23";"dh";"700";"0";"";"Vlak";"Type I";"1995-01-01";"105138.B1";"154015.906856";"213047.1015696";""
"22978";"13736872";"51.22734648637900";"4.42624664015870";"105138";"2750";"Muurarmatuur";"GIa";"rh";"450";"225";"50m";"Vlak";"Type I";"1995-01-01";"105138.B2";"154015.906856";"213047.1015696";""
"22981";"13736873";"51.22755652275300";"4.42694280317000";"105140";"2700";"";"School";"rh";"450";"225";"SCHOOL|";"Vlak";"Type I";"1950-01-01";"105140.B1";"154064.51915227";"213070.50749003";""
"22984";"13736874";"51.22755652275300";"4.42694280317000";"105141";"2700";"Muurarmatuur";"School";"rh";"450";"225";"SCHOOL|";"Vlak";"Type I";"1950-01-01";"105141.B1";"154064.51915227";"213070.50749003";""
"22987";"13736875";"51.22685899623300";"4.42702101347110";"105145";"2700";"Muurarmatuur";"F4b";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105145.B1";"154070.04417119";"212992.90856959";""
"22990";"13736876";"51.22696926075400";"4.42706608573680";"105146";"2800";"Muurarmatuur";"F4a";"rh";"400";"600";"";"Vlak";"Type I";"1994-01-01";"105146.B1";"154073.18299963";"213005.17853532";""
"22993";"13736877";"51.22652566534900";"4.42741184794100";"105147";"2600";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105147.B1";"154097.37604375";"212955.84563267";""
"22996";"13736878";"51.22652566534900";"4.42741184794100";"105147";"2600";"Muurarmatuur";"E9b";"rh";"400";"600";"";"SB250";"Type I";"2001-01-01";"105147.B2";"154097.37604375";"212955.84563267";""
"22999";"13736879";"51.22663927211500";"4.42790108559490";"105148";"2600";"Steun";"E9b";"rh";"400";"600";"";"SB250";"Type I";"2001-01-01";"105148.B1";"154131.54239652";"212968.51237118";""
"23002";"13736880";"51.22663927211500";"4.42790108559490";"105148";"2600";"Steun";"GXb";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105148.B2";"154131.54239652";"212968.51237118";""
"23005";"13736881";"51.22676167031500";"4.42822315114680";"105149";"2650";"Speciale steun";"F4b";"rh";"600";"900";"";"SB250";"Type I";"2005-01-01";"105149.B1";"154154.02976092";"212982.14794869";""
"23008";"13736882";"51.22681682982900";"4.42833741460440";"105150";"2600";"Steun";"E9b";"rh";"400";"600";"";"SB250";"Type I";"2001-01-01";"105150.B1";"154162.0068096";"212988.29119307";""
"23011";"13736883";"51.22681682982900";"4.42833741460440";"105150";"2600";"Steun";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105150.B2";"154162.0068096";"212988.29119307";""
"23014";"13736884";"51.22701604606200";"4.42884098740830";"105151";"2450";"Speciale steun";"A23";"dh";"700";"0";"";"SB250";"Type II";"2004-01-01";"105151.B1";"154197.16640431";"213010.48365104";""
"23017";"13736885";"51.22701604606200";"4.42884098740830";"105151";"2450";"Speciale steun";"GIa";"rh";"700";"200";"20m";"SB250";"Type III";"2004-01-01";"105151.B2";"154197.16640431";"213010.48365104";""
"23020";"13736886";"51.22641472969500";"4.41660777150020";"105153";"2000";"Steun";"F25";"rh";"700";"1300";"";"B&W";"Type I";"1979-01-01";"105153.B1";"153342.64652879";"212942.95510361";""
"23023";"13736887";"51.22641472969500";"4.41660777150020";"105153";"2000";"Steun";"B15a";"dh";"700";"0";"";"SB250";"Type II";"2003-01-01";"105153.B2";"153342.64652879";"212942.95510361";""
"23026";"13736888";"51.22647801811400";"4.41658529457940";"105154";"2300";"Steun";"E3";"ro";"700";"0";"";"Vlak";"Type I";"1993-01-01";"105154.B1";"153341.07176487";"212949.99522464";""
"23029";"13736889";"51.22647801811400";"4.41658529457940";"105154";"2300";"Steun";"GXd";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105154.B2";"153341.07176487";"212949.99522464";""
"23032";"13736890";"51.22814661252600";"4.41446163263120";"105156";"2100";"Steun";"B1";"odh";"700";"0";"";"SB250";"Type III";"2002-01-01";"105156.B1";"153192.60347764";"213135.53975346";""
"23035";"13736891";"51.22814661252600";"4.41446163263120";"105156";"2100";"Steun";"D1f";"ro";"700";"0";"";"SB250";"Type III";"2002-01-01";"105156.B2";"153192.60347764";"213135.53975346";""
"23038";"13736892";"51.22638329671100";"4.41509870801260";"105159";"2500";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105159.B1";"153237.2302293";"212939.39016915";""
"23041";"13736893";"51.22638329671100";"4.41509870801260";"105159";"2500";"Muurarmatuur";"E3";"ro";"700";"0";"";"SB250";"Type I";"2005-01-01";"105159.B2";"153237.2302293";"212939.39016915";""
"23044";"13736894";"51.22686580981000";"4.41966268955870";"105160";"2600";"Muurarmatuur";"B17";"dh";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105160.B1";"153556.01878899";"212993.28390157";""
"23047";"13736895";"51.22686580981000";"4.41966268955870";"105160";"2600";"Muurarmatuur";"M9";"rh";"400";"400";"";"Vlak";"Type I";"1950-01-01";"105160.B2";"153556.01878899";"212993.28390157";""
"23050";"13736896";"51.22720108395900";"4.41951999752920";"105161";"2500";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105161.B1";"153546.0250101";"213030.57788288";""
"23053";"13736897";"51.22720108395900";"4.41951999752920";"105161";"2500";"Muurarmatuur";"E1";"ro";"700";"0";"";"SB250";"Type I";"2005-01-01";"105161.B2";"153546.0250101";"213030.57788288";""
"23056";"13736898";"51.22698526894800";"4.41974735547300";"105163";"1900";"Tegen muur";"D1b";"ro";"700";"0";"";"Vlak";"Type I";"1950-01-01";"105163.B1";"153561.92397866";"213006.57843427";""
"23059";"13736899";"51.22698526894800";"4.41974735547300";"105163";"1900";"Tegen muur";"M2";"rh";"450";"225";"";"Vlak";"Type I";"1950-01-01";"105163.B2";"153561.92397866";"213006.57843427";""
"23062";"13736900";"51.22793504389400";"4.43003919750180";"105170";"2700";"Muurarmatuur";"A23";"dh";"700";"0";"";"Vlak";"Type I";"1995-01-01";"105170.B1";"154280.7832206";"213112.79588437";""
"23065";"13736901";"51.22793504389400";"4.43003919750180";"105170";"2700";"Muurarmatuur";"GIa";"rh";"400";"200";"45m";"Vlak";"Type I";"1997-01-01";"105170.B2";"154280.7832206";"213112.79588437";""
"23068";"13736902";"51.22783718604100";"4.43056738078230";"105171";"2100";"Steun IV";"A23";"dh";"700";"0";"";"SB250";"Type II";"1950-01-01";"105171.B1";"154317.68843315";"213101.93964049";""
"23071";"13736903";"51.22783718604100";"4.43056738078230";"105171";"2100";"Steun IV";"VMS";"rh";"600";"900";"";"VMS";"Geen";"2006-01-01";"105171.B2";"154317.68843315";"213101.93964049";""
"23074";"13736904";"51.22794848982300";"4.43266760994970";"105175";"2400";"Speciale steun";"F50bis-A21";"rh";"600";"400";"";"Vlak";"Type I";"1994-01-01";"105175.B1";"154464.38868392";"213114.44831907";""
"23077";"13736905";"51.22778905301000";"4.43117485050520";"105178";"2750";"Muurarmatuur";"F4b";"rh";"600";"900";"";"SB250";"Type I";"2005-01-01";"105178.B1";"154360.12764234";"213096.62050195";""
"23080";"13736906";"51.22762297860000";"4.43027293735250";"105181";"2450";"Steun";"D7";"ro";"700";"0";"";"SB250";"Type I";"1999-01-01";"105181.B1";"154297.14011884";"213078.09072939";""
"23083";"13736907";"51.22755343975800";"4.43042837070980";"105184";"1900";"";"C3";"ro";"700";"0";"";"SB250";"Type II";"2000-01-01";"105184.B1";"154308.00442537";"213070.36330203";""
"23086";"13736908";"51.22755343975800";"4.43042837070980";"105184";"1900";"";"GIV";"rh";"600";"400";"UITGEZONDERD|LADEN EN LOSSEN|VAN|EN|TOT|u|u|VAN|TOT|u|u|5|11|22|19|T|5|7|";"Vlak";"Type I";"1991-01-01";"105184.B2";"154308.00442537";"213070.36330203";""
"23089";"13736909";"51.22755343975800";"4.43042837070980";"105185";"3100";"Speciale steun";"C9";"ro";"700";"0";"";"Vlak";"Type I";"1950-01-01";"105185.B1";"154308.00442537";"213070.36330203";""
"23092";"13736910";"51.22755343975800";"4.43042837070980";"105185";"3100";"Speciale steun";"C11";"ro";"700";"0";"";"Vlak";"Type I";"1978-01-01";"105185.B2";"154308.00442537";"213070.36330203";""
"23095";"13736911";"51.22695841196400";"4.43348427699940";"105186";"2900";"Steun";"B1";"odh";"700";"0";"";"T2000";"Type I";"1998-01-01";"105186.B1";"154521.53369107";"213004.34723668";""
"23098";"13736912";"51.22695841196400";"4.43348427699940";"105186";"2900";"Steun";"F12b";"rh";"600";"400";"";"SB250";"Type I";"2002-01-01";"105186.B2";"154521.53369107";"213004.34723668";""
"23101";"13736913";"51.22684950295000";"4.43121735029670";"105187";"2100";"Steun";"F12a";"rh";"600";"400";"";"Vlak";"Type I";"1996-01-01";"105187.B1";"154363.18536737";"212992.09345639";""
"23104";"13736914";"51.22684053141200";"4.43142581594140";"105192";"2600";"Muurarmatuur";"C31b";"ro";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105192.B1";"154377.74885195";"212991.10773853";""
"23107";"13736915";"51.22684053141200";"4.43142581594140";"105192";"2600";"Muurarmatuur";"GIV";"rh";"600";"400";"UITGEZONDERD|VOOR LADEN EN LOSSEN|VAN|EN|TOT|u|VAN|TOT|u|5|11|22|19|T|5|7,|";"Vlak";"Type I";"1992-01-01";"105192.B2";"154377.74885195";"212991.10773853";""
"23110";"13736916";"51.22666904552800";"4.43135857752180";"105193";"2700";"Muurarmatuur";"C31a";"ro";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105193.B1";"154373.0680908";"212972.02508727";""
"23113";"13736917";"51.22666904552800";"4.43135857752180";"105193";"2700";"Muurarmatuur";"GIV";"rh";"600";"400";"UITGEZONDERD|VOOR LADEN EN LOSSEN|VAN|EN|TOT|u|VAN|TOT|u|5|11|22|19|T|5|7,|";"Vlak";"Type I";"1992-01-01";"105193.B2";"154373.0680908";"212972.02508727";""
"23116";"13736918";"51.22661925054300";"4.43152217692390";"105194";"2550";"Muurarmatuur";"F12b";"rh";"600";"400";"";"Vlak";"Type I";"1996-01-01";"105194.B1";"154384.50131316";"212966.49490861";""
"23119";"13736919";"51.22668958167000";"4.43165148184530";"105195";"2500";"Muurarmatuur";"F12a";"rh";"600";"400";"";"Vlak";"Type I";"1992-01-01";"105195.B1";"154393.52741074";"212974.32732484";""
"23122";"13736920";"51.22687875941800";"4.43204887539830";"105196";"2650";"Muurarmatuur";"F12b";"rh";"600";"400";"";"SB250";"Type I";"2002-01-01";"105196.B1";"154421.26978839";"212995.39811828";""
"23125";"13736921";"51.22608628905600";"4.42564518213620";"105206";"2600";"Speciale steun";"D7";"ro";"700";"0";"";"SB250";"Type I";"1999-01-01";"105206.B1";"153974.00043667";"212906.86569057";""
"23128";"13736922";"51.22669375696500";"4.42833880193670";"105211";"2550";"Steun";"D7";"ro";"700";"0";"";"SB250";"Type I";"1999-01-01";"105211.B1";"154162.11483563";"212974.59880501";""
"23131";"13736923";"51.22660661037100";"4.42839422974030";"105213";"2550";"Steun";"C9";"ro";"700";"0";"";"SB250";"Type II";"2003-01-01";"105213.B1";"154165.99470666";"212964.90646641";""
"23134";"13736924";"51.22641373529300";"4.43022268741780";"105217";"2500";"Steun";"C9";"ro";"700";"0";"";"SB250";"Type II";"2003-01-01";"105217.B1";"154293.74254274";"212943.55353807";""
"23137";"13736925";"51.22601454301400";"4.42980107253740";"105218";"2650";"Muurarmatuur";"F12a";"rh";"600";"400";"";"Vlak";"Type I";"1998-01-01";"105218.B1";"154264.32676003";"212899.11687601";""
"23140";"13736926";"51.22596821152000";"4.42964980709860";"105219";"2800";"Muurarmatuur";"F12b";"rh";"600";"400";"";"Vlak";"Type I";"1992-01-01";"105219.B1";"154253.76401132";"212893.9535001";""
"23143";"13736927";"51.22596418278300";"4.42935185657660";"105220";"2400";"Steun";"C9";"ro";"700";"0";"";"SB250";"Type II";"2003-01-01";"105220.B1";"154232.95028178";"212893.48806098";""
"23146";"13736928";"51.22542729170100";"4.42817872037990";"105224";"2400";"Steun";"A23";"dh";"700";"0";"";"SB250";"Type III";"2005-01-01";"105224.B1";"154151.04619355";"212833.68931567";""
"23149";"13736929";"51.22542729170100";"4.42817872037990";"105224";"2400";"Steun";"F4a";"rh";"600";"900";"";"SB250";"Type III";"2005-01-01";"105224.B2";"154151.04619355";"212833.68931567";""
"23152";"13736930";"51.22539315503800";"4.42785571679130";"105225";"2650";"Steun";"F45c";"rh";"400";"600";"";"SB250";"Type II";"2000-01-01";"105225.B1";"154128.48473717";"212829.87323029";""
"23155";"13736931";"51.22532262211900";"4.42803653835400";"105226";"2350";"Verlichtingspaal";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"105226.B1";"154141.12299438";"212822.0362931";""
"23158";"13736932";"51.22532262211900";"4.42803653835400";"105226";"2350";"Verlichtingspaal";"GV";"rh";"450";"225";"VAN MAANDAG|TOT/MET VRIJDAG|VAN|7|TOT|18|u|";"Vlak";"Type I";"1996-01-01";"105226.B2";"154141.12299438";"212822.0362931";""
"23161";"13736933";"51.22532262211900";"4.42803653835400";"105226";"2350";"Verlichtingspaal";"GXd";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105226.B3";"154141.12299438";"212822.0362931";""
"23164";"13736934";"51.22528038727300";"4.42702229913970";"105230";"2650";"Steun";"F45c";"rh";"400";"600";"";"SB250";"Type II";"2000-01-01";"105230.B1";"154070.27344795";"212817.28071473";""
"23167";"13736935";"51.22517661926000";"4.42695128288100";"105231";"2150";"";"School";"rh";"450";"225";"SCHOOL|";"Vlak";"Type I";"1996-01-01";"105231.B1";"154065.32150954";"212805.73207847";""
"23170";"13736936";"51.22517661926000";"4.42695128288100";"105232";"2800";"Verlichtingspaal";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1998-01-01";"105232.B1";"154065.32150954";"212805.73207847";""
"23173";"13736937";"51.22517661926000";"4.42695128288100";"105232";"2800";"Verlichtingspaal";"School";"rh";"450";"225";"SCHOOL|";"Vlak";"Type I";"1996-01-01";"105232.B2";"154065.32150954";"212805.73207847";""
"23176";"13736938";"51.22517661926000";"4.42695128288100";"105232";"2800";"Verlichtingspaal";"GV";"rh";"450";"225";"VAN MAANDAG|TOT/MET VRIJDAG|VAN|7|TOT|18|u|";"Vlak";"Type I";"1996-01-01";"105232.B3";"154065.32150954";"212805.73207847";""
"23179";"13736939";"51.22517661926000";"4.42695128288100";"105232";"2800";"Verlichtingspaal";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105232.B4";"154065.32150954";"212805.73207847";""
"23182";"13736940";"51.22640767109700";"4.43185220197260";"105236";"2650";"Muurarmatuur";"B17";"dh";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105236.B1";"154407.57595527";"212942.97541624";""
"23185";"13736941";"51.22640767109700";"4.43185220197260";"105236";"2650";"Muurarmatuur";"M9";"rh";"400";"400";"";"Vlak";"Type I";"1998-01-01";"105236.B2";"154407.57595527";"212942.97541624";""
"23188";"13736942";"51.22634706853100";"4.43190351461340";"105237";"2500";"Muurarmatuur";"F19";"rh";"600";"600";"";"Vlak";"Type I";"1997-01-01";"105237.B1";"154411.16629805";"212936.23617455";""
"23191";"13736943";"51.22634706853100";"4.43190351461340";"105237";"2500";"Muurarmatuur";"M4";"rh";"450";"225";"";"Vlak";"Type I";"1998-01-01";"105237.B2";"154411.16629805";"212936.23617455";""
"23194";"13736944";"51.22629092270300";"4.43199163751210";"105238";"1950";"Steun";"C1";"ro";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105238.B1";"154417.32767916";"212929.9949706";""
"23197";"13736945";"51.22629092270300";"4.43199163751210";"105238";"1950";"Steun";"M2";"rh";"450";"225";"";"Vlak";"Type I";"1998-01-01";"105238.B2";"154417.32767916";"212929.9949706";""
"23200";"13736946";"51.22590184072600";"4.43112242025670";"105240";"2550";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105240.B1";"154356.64345743";"212886.6557799";""
"23203";"13736947";"51.22590184072600";"4.43112242025670";"105240";"2550";"Muurarmatuur";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"105240.B2";"154356.64345743";"212886.6557799";""
"23206";"13736948";"51.22580652071000";"4.43115231931780";"105241";"2550";"Muurarmatuur";"GXb";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105241.B1";"154358.74115169";"212876.05273985";""
"23209";"13736949";"51.22580652071000";"4.43115231931780";"105241";"2550";"Muurarmatuur";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"105241.B2";"154358.74115169";"212876.05273985";""
"23212";"13736950";"51.22566095036100";"4.43063516314870";"105242";"2550";"Muurarmatuur";"GXb";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105242.B1";"154322.62740166";"212859.82676301";""
"23215";"13736951";"51.22566095036100";"4.43063516314870";"105242";"2550";"Muurarmatuur";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"105242.B2";"154322.62740166";"212859.82676301";""
"23218";"13736952";"51.22560858699300";"4.43075510713710";"105243";"2650";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105243.B1";"154331.01137359";"212854.00814622";""
"23221";"13736953";"51.22560858699300";"4.43075510713710";"105243";"2650";"Muurarmatuur";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"105243.B2";"154331.01137359";"212854.00814622";""
"23224";"13736954";"51.22534881109700";"4.43051859441470";"105245";"2600";"Muurarmatuur";"C31b";"ro";"700";"0";"";"Vlak";"Type I";"1996-01-01";"105245.B1";"154314.51334835";"212825.09289902";""
"23227";"13736955";"51.22534881109700";"4.43051859441470";"105245";"2600";"Muurarmatuur";"M2";"rh";"450";"225";"";"Vlak";"Type I";"1998-01-01";"105245.B2";"154314.51334835";"212825.09289902";""
"23230";"13736956";"51.22481732482600";"4.42907243655060";"105255";"2400";"Steun";"F19";"rh";"700";"700";"";"SB250";"Type III";"2004-01-01";"105255.B1";"154213.53552155";"212765.8784903";""
"23233";"13736957";"51.22481732482600";"4.42907243655060";"105255";"2400";"Steun";"M4";"rh";"700";"200";"";"SB250";"Type II";"2004-01-01";"105255.B2";"154213.53552155";"212765.8784903";""
"23236";"13736958";"51.22454130931000";"4.42873884250390";"105257";"2650";"Muurarmatuur";"F4b";"rh";"400";"600";"";"SB250";"Type I";"2005-01-01";"105257.B1";"154190.25597073";"212735.15133714";""
"23239";"13736959";"51.22466433366000";"4.42201843922870";"105258";"2600";"Muurarmatuur";"C1";"ro";"700";"0";"";"SB250";"Type II";"2002-01-01";"105258.B1";"153720.76058375";"212748.47596088";""
"23242";"13736960";"51.22464273211600";"4.42208784165930";"105259";"2650";"Muurarmatuur";"GXc-20m";"rh";"100";"400";"14|";"";"";"1970-01-01";"105259.B1";"153725.61074613";"212746.07621046";""
"23245";"13736961";"51.22464273211600";"4.42208784165930";"105259";"2650";"Muurarmatuur";"E9a";"rh";"400";"600";"";"Vlak";"Type I";"1998-01-01";"105259.B2";"153725.61074613";"212746.07621046";""
"23248";"13736962";"51.22464273211600";"4.42208784165930";"105259";"2650";"Muurarmatuur";"GVIId";"rh";"450";"200";"";"Vlak";"Type I";"1995-01-01";"105259.B3";"153725.61074613";"212746.07621046";""
"23251";"13736963";"51.22434052567300";"4.42300326293670";"105261";"2500";"Steun";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1999-01-01";"105261.B1";"153789.58656029";"212712.50121664";""
"23254";"13736964";"51.22434052567300";"4.42300326293670";"105261";"2500";"Steun";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105261.B2";"153789.58656029";"212712.50121664";""
"23257";"13736965";"51.22416012134800";"4.42330104582900";"105263";"2250";"Steun";"E1";"ro";"700";"0";"";"Vlak";"Type I";"1994-01-01";"105263.B1";"153810.40460574";"212692.44580917";""
"23260";"13736966";"51.22416012134800";"4.42330104582900";"105263";"2250";"Steun";"GV";"rh";"600";"400";"VAN|MAANDAG|TOT|ZATERDAG|VAN|8|18|EN|MET|TOT|LOS |EN|LAADZONE|u|";"Vlak";"Type I";"1994-01-01";"105263.B2";"153810.40460574";"212692.44580917";""
"23263";"13736967";"51.22416012134800";"4.42330104582900";"105263";"2250";"Steun";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105263.B3";"153810.40460574";"212692.44580917";""
"23266";"13736968";"51.22397521285500";"4.42389494935880";"105266";"3050";"Muurarmatuur";"C1";"ro";"700";"0";"";"SB250";"Type II";"2003-01-01";"105266.B1";"153851.91034801";"212671.9048949";""
"23269";"13736969";"51.22428742475600";"4.42782221725700";"105272";"2100";"Muurarmatuur";"GXa";"rh";"100";"400";"";"Vlak";"Type I";"1950-01-01";"105272.B1";"154126.24353414";"212706.8535265";""
"23272";"13736970";"51.22428742475600";"4.42782221725700";"105272";"2100";"Muurarmatuur";"E1";"ro";"700";"0";"";"SB250";"Type I";"2002-01-01";"105272.B2";"154126.24353414";"212706.8535265";""
"23275";"13736971";"51.22424221366000";"4.42742199045030";"105274";"2400";"Muurarmatuur";"B17";"dh";"700";"0";"";"SB250";"Type II";"2006-01-01";"105274.B1";"154098.28766564";"212701.80115338";""
"23278";"13736972";"51.22424221366000";"4.42742199045030";"105274";"2400";"Muurarmatuur";"M9";"rh";"700";"400";"";"SB250";"Type III";"2005-01-01";"105274.B2";"154098.28766564";"212701.80115338";""
"23281";"13736973";"51.22329028658500";"4.42744552238850";"105276";"2250";"Steun";"C1";"ro";"700";"0";"";"SB250";"Type III";"2004-01-01";"105276.B1";"154100.01631689";"212595.89603567";""
"23284";"13736974";"51.22329028658500";"4.42744552238850";"105276";"2250";"Steun";"M2";"rh";"700";"200";"";"SB250";"Type I";"1950-01-01";"105276.B2";"154100.01631689";"212595.89603567";""
"23287";"13736975";"51.22317497160400";"4.42653363708890";"105279";"2350";"Muurarmatuur";"F19";"rh";"700";"700";"";"SB250";"Type III";"2006-01-01";"105279.B1";"154036.32066836";"212583.01613973";""
"23290";"13736976";"51.22317497160400";"4.42653363708890";"105279";"2350";"Muurarmatuur";"M4";"rh";"700";"200";"";"SB250";"Type III";"1950-01-01";"105279.B2";"154036.32066836";"212583.01613973";""
"23293";"13736977";"51.22301143859700";"4.42548905014300";"105282";"2600";"Steun";"C1";"ro";"700";"0";"";"SB250";"Type III";"2004-01-01";"105282.B1";"153963.35806485";"212564.76536035";""
"23296";"13736978";"51.22400579393700";"4.42641593359900";"105283";"2700";"Muurarmatuur";"A23";"dh";"700";"0";"";"SB250";"Type II";"2005-01-01";"105283.B1";"154028.0250536";"212675.44261482";""
"23299";"13736979";"51.22400579393700";"4.42641593359900";"105283";"2700";"Muurarmatuur";"F4a";"rh";"600";"900";"";"SB250";"Type I";"2005-01-01";"105283.B2";"154028.0250536";"212675.44261482";""
"23302";"13736980";"51.22371281976400";"4.42602844250070";"105299";"2400";"Steun";"C31b";"ro";"700";"0";"";"SB250";"Type II";"2001-01-01";"105299.B1";"154000.98016798";"212642.82662622";""
